filename,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/99680385.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/91515108.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/15210069.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/18448085.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/26341645.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/24592627.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/11257723.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/32109048.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/78357954.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/23009962.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/11887930.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/22946204.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/84295343.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/25047127.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/15484011.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/24703983.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/17571262.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/14455622.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/16332293.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/11797122.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/47487091.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/18932512.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/15100547.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/22732234.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/32069695.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/82140102.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/23522150.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/28790806.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/17510973.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/22452756.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/14508237.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/11152490.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/63989974.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/51508889.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/97449528.pdf,/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/15790602.pdf
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/99680385.pdf,0.9999999999999993,0.05729810878005098,0.05475963181425826,0.043565888278038506,0.11256126573726752,0.020711575731438506,0.04757307518019335,0.04613470281454886,0.06465596514276158,0.05415183347091772,0.07007748677589222,0.055595929422724885,0.04564893147241135,0.04508022980169543,0.038690941643847815,0.018785976463220243,0.07870618985095505,0.07871473727676898,0.051647476967364186,0.07299562719382259,0.06520623356371474,0.04805311013914916,0.06974945965239898,0.08174896068749173,0.05537464133317049,0.022121480792860936,0.057567935257196876,0.07621527220820933,0.058816665138120595,0.05651541273188919,0.06679381286043534,0.09705392217540515,0.044208343731089096,0.06515513450333389,0.08326847512993725,0.08709173294097067
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/91515108.pdf,0.05729810878005098,0.9999999999999996,0.11278516917277558,0.03426635719189878,0.10713201461414316,0.11378198291913046,0.13727855437208822,0.136607215670838,0.1662454440249863,0.1262477517784188,0.09008778058106685,0.03143215014361147,0.0559979143094084,0.07880774082038712,0.1431966564888722,0.03530921089171503,0.09412656404838543,0.06447404947123941,0.08259527924123661,0.06701835257585598,0.11523367397854876,0.1573326765981646,0.14728025956716326,0.12363907195810221,0.13064128044483359,0.12126870075390771,0.11694776221692614,0.04390671221736752,0.12157644541813857,0.03157511747885345,0.1183891000790979,0.1370515966213349,0.04117080076515964,0.04671952029357582,0.14843335213958092,0.10610598241765595
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/15210069.pdf,0.05475963181425826,0.11278516917277558,0.9999999999999998,0.054864780763786675,0.15886676219106172,0.10788000816894837,0.12727322594139068,0.13990395583607196,0.15634099080921177,0.08174254848545687,0.08500439519180537,0.03951042530301838,0.11282162947987676,0.12866313785221234,0.13831801273255073,0.12103929892512673,0.17130098775483282,0.10080891460567469,0.14886833643285644,0.15606276000822566,0.11976035551525169,0.2434329515347786,0.1263019947318814,0.15056605620841088,0.25863565550824447,0.08061954970351101,0.15370309442474722,0.06912414752258882,0.17054540949778207,0.045481502218981555,0.16451636209336312,0.17578309569580275,0.12997574408811285,0.07670075039815732,0.14385094147263414,0.16582246858587865
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/18448085.pdf,0.043565888278038506,0.03426635719189878,0.054864780763786675,0.9999999999999923,0.07814949059960163,0.02599851171753123,0.04055945328360416,0.03025213161890316,0.05673408865850029,0.05416552323438315,0.0820415360632493,0.1801137061006966,0.04323647903530861,0.09579947368737539,0.07109061410635832,0.04325719839038197,0.05606439967240327,0.03620227505864507,0.038228771540707036,0.044549354539888106,0.06733748687436329,0.06561186686053745,0.06021479212272706,0.05398497073438198,0.06350065437325231,0.03334981243235711,0.05372640291190069,0.09392700981140148,0.062455817570210875,0.02828846061983931,0.10444708098557712,0.09545533169572175,0.036049931684965994,0.08212114644815463,0.06183528329222111,0.04688711333726317
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/26341645.pdf,0.11256126573726752,0.10713201461414316,0.15886676219106172,0.07814949059960163,1.000000000000001,0.04715867465829342,0.07362265099906702,0.11592603527127851,0.16371469958664187,0.12038728550879019,0.12125245220669205,0.060993789457341165,0.041941669442963056,0.0925739763917167,0.11575552608611075,0.06671950464862138,0.1325924107771777,0.10450627067475567,0.09340421448911401,0.09489327320623633,0.11204438328389417,0.16664619195290567,0.09134795424980041,0.1485571848468882,0.15360299135757263,0.05948441623646256,0.14807471873594052,0.12744995965076703,0.1255688381259167,0.05010148445239636,0.12695418063203373,0.16783830139587963,0.11440609982478872,0.11052895760008535,0.15070331424867733,0.14843010705087722
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/24592627.pdf,0.020711575731438506,0.11378198291913046,0.10788000816894837,0.02599851171753123,0.04715867465829342,1.0000000000000004,0.23239996691293072,0.19304331438505526,0.05697862388276115,0.0832020797582984,0.05567939828135084,0.015879168535013696,0.08940747165504746,0.08395252757720195,0.06591626203921794,0.062454871736675285,0.08589938409378994,0.035472074717215515,0.08438917895351014,0.07450551986623205,0.13875316539926266,0.10387239524916932,0.19457948499269254,0.04723558397568031,0.09835561174195348,0.1679377987856033,0.059785090224543744,0.037747244827626585,0.06486662727828604,0.051569725082040295,0.06353266961633793,0.10097658051007055,0.053954445752208424,0.0501112023769122,0.07450802425310368,0.08026786950528923
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/11257723.pdf,0.04757307518019335,0.13727855437208822,0.12727322594139068,0.04055945328360416,0.07362265099906702,0.23239996691293072,0.9999999999999998,0.25802946738968624,0.08260733627124427,0.060362814129378196,0.05924148241514429,0.020333939293476967,0.10949110799984309,0.07937096927979581,0.07084152771581445,0.06337836660781679,0.09874711921561097,0.055782710619833795,0.08639089074965606,0.09410150270506573,0.2489403727669671,0.13175850974110404,0.2802003274763919,0.08719432746732406,0.1060488900528213,0.29450470014356084,0.08104217716633376,0.04147819969463401,0.08481258979911839,0.02529718194445347,0.09054808936290105,0.10542144338814051,0.05808841459178663,0.05923710356930286,0.0996023925444749,0.09547622262366882
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/32109048.pdf,0.04613470281454886,0.136607215670838,0.13990395583607196,0.03025213161890316,0.11592603527127851,0.19304331438505526,0.25802946738968624,0.9999999999999988,0.13370823720334923,0.07922642467019154,0.10848355542626678,0.031236907956226374,0.09439437679093376,0.07687754691798404,0.15120301102564135,0.0680543155130111,0.09408063273174536,0.07249177519354115,0.08450677539780851,0.08282433858411276,0.19223641899266386,0.14863466022496222,0.2262030890335776,0.22393167222489088,0.1247411560454466,0.23262934659710216,0.12705793897707499,0.045007675177096106,0.09937370977431373,0.030873538115428447,0.09727582619623007,0.13334986423547546,0.0533639698639004,0.044266328971918345,0.1363894128758601,0.06973841246697057
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/78357954.pdf,0.06465596514276158,0.1662454440249863,0.15634099080921177,0.05673408865850029,0.16371469958664187,0.05697862388276115,0.08260733627124427,0.13370823720334923,0.9999999999999979,0.14481528416114423,0.09372347086215463,0.036355595550479555,0.06402863067493116,0.10062090686353636,0.20089230212508893,0.06676201526165394,0.1502381736770212,0.12608134207081462,0.11335266349538986,0.11120238023182698,0.12847167954191957,0.2443573572246577,0.13647461652858617,0.16936079646893568,0.20978537834813085,0.07733408709954472,0.16422342229117842,0.044974177823917404,0.13628944733445192,0.05953753930732327,0.14621865574048068,0.14272089851307637,0.07639618222325131,0.06059408637289326,0.1732899017009004,0.10750533144350555
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/23009962.pdf,0.05415183347091772,0.1262477517784188,0.08174254848545687,0.05416552323438315,0.12038728550879019,0.0832020797582984,0.060362814129378196,0.07922642467019154,0.14481528416114423,0.9999999999999994,0.06587120219214822,0.0340913847957524,0.05024696208977818,0.07589717244986524,0.11107701684865681,0.04247188186481481,0.0999877305327523,0.058138311137465266,0.044822919345676476,0.06325373653192294,0.05954303048132576,0.09579491181753545,0.08659660950737091,0.11020898191300886,0.08469187467587744,0.052110153734253775,0.06706891414903147,0.04365111664063934,0.08258704615384468,0.039435010099416974,0.06296665685796192,0.14865881607814296,0.05343171452377582,0.06033556252215006,0.11394487756388157,0.13454909756340858
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/11887930.pdf,0.07007748677589222,0.09008778058106685,0.08500439519180537,0.0820415360632493,0.12125245220669205,0.05567939828135084,0.05924148241514429,0.10848355542626678,0.09372347086215463,0.06587120219214822,0.9999999999999991,0.04398802751556573,0.10994851332457017,0.14844317786705402,0.06987667746583447,0.08889202063246487,0.08757014856199176,0.03861705406327544,0.049925200430824324,0.05759830153472956,0.08797601369198041,0.06971672718769376,0.08181270871103555,0.10689151638415881,0.07619184261707514,0.019757536639263364,0.10145333113406485,0.08283716965297598,0.11684022716608576,0.0256955998222038,0.08903669751544985,0.11963862966889509,0.08164357204415301,0.06166633461581901,0.12927514877963278,0.07153598708370736
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/22946204.pdf,0.055595929422724885,0.03143215014361147,0.03951042530301838,0.1801137061006966,0.060993789457341165,0.015879168535013696,0.020333939293476967,0.031236907956226374,0.036355595550479555,0.0340913847957524,0.04398802751556573,1.0000000000000022,0.022005889937107774,0.045213230142450184,0.03707151481645948,0.022480947769926492,0.046181630555621335,0.03672158112327293,0.02744347857692499,0.04105494938712337,0.03978718535550543,0.029650848061129016,0.03266991202894349,0.036639793862334596,0.02517155517368515,0.017181691142524033,0.03869702712882875,0.062281890086280156,0.031768204224871144,0.025322099110265915,0.09047955425046332,0.057856827848687696,0.03566494559559598,0.05916802313298744,0.04712157316704925,0.04029059322399271
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/84295343.pdf,0.04564893147241135,0.0559979143094084,0.11282162947987676,0.04323647903530861,0.041941669442963056,0.08940747165504746,0.10949110799984309,0.09439437679093376,0.06402863067493116,0.05024696208977818,0.10994851332457017,0.022005889937107774,1.0000000000000004,0.11339921231570611,0.05595692765741014,0.08791523048683547,0.13566268672965973,0.03862262218902576,0.06531277522232694,0.08276332410812308,0.06838624004373829,0.1182271880376522,0.17302520193489046,0.06399130141635365,0.0930060275084012,0.05683455736196957,0.10051573142256705,0.0455098804999923,0.1057454319645071,0.02547102438328736,0.09549565665761066,0.08100525558434447,0.05666876175633478,0.04663369711097439,0.1143116183360296,0.07038012634584592
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/25047127.pdf,0.04508022980169543,0.07880774082038712,0.12866313785221234,0.09579947368737539,0.0925739763917167,0.08395252757720195,0.07937096927979581,0.07687754691798404,0.10062090686353636,0.07589717244986524,0.14844317786705402,0.045213230142450184,0.11339921231570611,1.0000000000000007,0.11625682471336589,0.0785304483161133,0.14276290184126453,0.05512678773653699,0.08120687701015607,0.09512329083105174,0.11023408180143483,0.16011303650441716,0.10101000536731554,0.08829824517609011,0.12352666351316598,0.04949834405792234,0.11211075167008983,0.08219266716005433,0.12128307586222899,0.042669591379977334,0.12815158920484296,0.09971303079343861,0.07299799896281402,0.07852552767733635,0.17429786113183734,0.10456771915727722
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/15484011.pdf,0.038690941643847815,0.1431966564888722,0.13831801273255073,0.07109061410635832,0.11575552608611075,0.06591626203921794,0.07084152771581445,0.15120301102564135,0.20089230212508893,0.11107701684865681,0.06987667746583447,0.03707151481645948,0.05595692765741014,0.11625682471336589,0.9999999999999976,0.07925485959311894,0.09463168631529346,0.1017900664637523,0.0983229892501961,0.08824061269882823,0.12227860538984651,0.2235058417169721,0.09680285624232433,0.13904737136059422,0.19466009039966375,0.09228526845533931,0.1966050825463903,0.04767004519332265,0.1290526980778235,0.05027268894770911,0.16062561243239373,0.15031870088712743,0.053233721523946405,0.05003864592671506,0.15692738601537887,0.08369440409763913
/home/droski/Desktop/School/Fall25/Capstone/data/AUTOMOBILE/24703983.pdf,0.018785976463220243,0.03530921089171503,0.12103929892512673,0.04325719839038197,0.06671950464862138,0.062454871736675285,0.06337836660781679,0.0680543155130111,0.06676201526165394,0.04247188186481481,0.08889202063246487,0.022480947769926492,0.08791523048683547,0.0785304483161133,0.07925485959311894,1.0,0.11828700026195763,0.051247659490566026,0.06670403671343167,0.13370377891774948,0.16421598144307564,0.11355930780445128,0.06213273277600027,0.05298586285031394,0.13160514288296804,0.03125386440513301,0.07782686290459273,0.036358273144632136,0.08157950461690536,0.015146085150606935,0.08649512351567909,0.0851351253453698,0.06922374271808561,0.040468408602736566,0.09190316874773642,0.07203756767827406
